id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
1990,CYYZ,large_airport,"Lester B. Pearson International Airport",43.6772003174,-79.63059997559999,569,NA,CA,CA-ON,Toronto,1,CYYZ,YYZ,YYZ,http://www.gtaa.com/,https://en.wikipedia.org/wiki/Toronto_Pearson_International_Airport,"YTO, Toronto International Airport, Malton",1040275,2009-10-15T13:44:39+00:00
1941,CYVR,large_airport,"Vancouver International Airport",49.193901062,-123.183998108,14,NA,CA,CA-BC,Vancouver,1,CYVR,YVR,,http://www.yvr.ca/,https://en.wikipedia.org/wiki/Vancouver_International_Airport,,1018875,2013-07-22T11:09:16+00:00
1928,CYUL,large_airport,"Montreal / Pierre Elliott Trudeau International Airport",45.4706001282,-73.7407989502,118,NA,CA,CA-QC,Montréal,1,CYUL,YUL,YUL,http://www.admtl.com/passager/Home.aspx,https://en.wikipedia.org/wiki/Montr%C3%A9al-Pierre_Elliott_Trudeau_International_Airport,"YMQ, Dorval Airport",51875,2014-03-16T22:14:44+00:00
1973,CYYC,large_airport,"Calgary International Airport",51.113899231,-114.019996643,3557,NA,CA,CA-AB,Calgary,1,CYYC,YYC,,http://www.calgaryairport.com/,https://en.wikipedia.org/wiki/Calgary_International_Airport,"McCall Field",51275,2014-03-18T23:08:53+00:00
1840,CYOW,large_airport,"Ottawa Macdonald-Cartier International Airport",45.3224983215332,-75.66919708251953,374,NA,CA,CA-ON,Ottawa,1,CYOW,YOW,YOW,http://www.ottawa-airport.ca/,https://en.wikipedia.org/wiki/Ottawa_Macdonald-Cartier_International_Airport,"Uplands, UUP, CUUP",1275,2016-02-01T15:38:41+00:00
1926,CYTZ,medium_airport,"Billy Bishop Toronto City Centre Airport",43.627499,-79.396202,252,NA,CA,CA-ON,Toronto,1,CYTZ,YTZ,,http://www.torontoport.com/airport.aspx,https://en.wikipedia.org/wiki/Toronto_City_Centre_Airport,"YTO, Toronto Island Airport",875,2016-02-10T17:34:10+00:00
1717,CYEG,large_airport,"Edmonton International Airport",53.309700012200004,-113.580001831,2373,NA,CA,CA-AB,Edmonton,1,CYEG,YEG,CYEG,http://www.edmontonairports.com/,https://en.wikipedia.org/wiki/Edmonton_International_Airport,YEA,1475,2010-09-23T11:50:13+00:00
1946,CYWG,large_airport,"Winnipeg / James Armstrong Richardson International Airport",49.909999847399995,-97.2398986816,783,NA,CA,CA-MB,Winnipeg,1,CYWG,YWG,YWG,http://www.waa.ca/,https://en.wikipedia.org/wiki/Winnipeg_James_Armstrong_Richardson_International_Airport,"CFB Winnipeg",1275,2014-03-18T21:49:35+00:00
1770,CYHZ,large_airport,"Halifax / Stanfield International Airport",44.8807983398,-63.5085983276,477,NA,CA,CA-NS,Halifax,1,CYHZ,YHZ,,http://www.hiaa.ca/,https://en.wikipedia.org/wiki/Halifax_International_Airport,"Robert L. Stanfield International Airport",1275,2010-09-27T23:27:43+00:00
1864,CYQB,medium_airport,"Quebec Jean Lesage International Airport",46.7911,-71.393303,244,NA,CA,CA-QC,Quebec,1,CYQB,YQB,YQB,http://www.aeroportdequebec.com/,https://en.wikipedia.org/wiki/Qu%C3%A9bec/Jean_Lesage_International_Airport,"Quebec City",1050,2016-02-09T10:46:27+00:00
1968,CYXU,medium_airport,"London Airport",43.035599,-81.1539,912,NA,CA,CA-ON,London,1,CYXU,YXU,,http://www.londonairport.on.ca/,https://en.wikipedia.org/wiki/London_International_Airport,,1050,2016-02-09T10:45:25+00:00
1979,CYYJ,large_airport,"Victoria International Airport",48.646900177,-123.426002502,63,NA,CA,CA-BC,Victoria,1,CYYJ,YYJ,,http://www.victoriaairport.com/,https://en.wikipedia.org/wiki/Victoria_International_Airport,,1275,2014-03-20T00:04:14+00:00
1763,CYHM,medium_airport,"John C. Munro Hamilton International Airport",43.173599243199995,-79.93499755859999,780,NA,CA,CA-ON,Hamilton,1,CYHM,YHM,,http://www.flyhi.ca/,https://en.wikipedia.org/wiki/Hamilton/John_C._Munro_International_Airport,"Mount Hope Airport",1050,2010-09-15T17:25:50+00:00
1743,CYGK,medium_airport,"Kingston Norman Rogers Airport",44.22529983520508,-76.5969009399414,305,NA,CA,CA-ON,Kingston,1,CYGK,YGK,,http://www.cityofkingston.ca/residents/transportation/airport/index.asp,https://en.wikipedia.org/wiki/Kingston/Norman_Rogers_Airport,,1050,2009-06-27T21:58:34+00:00
1787,CYKF,medium_airport,"Waterloo Airport",43.460800170899994,-80.3786010742,1055,NA,CA,CA-ON,Kitchener,1,CYKF,YKF,,http://www.waterlooairport.ca/,https://en.wikipedia.org/wiki/Region_of_Waterloo_International_Airport,"Kitchener, Cambridge, YFK",1050,2010-12-28T12:12:39+00:00
1957,CYXE,medium_airport,"Saskatoon John G. Diefenbaker International Airport",52.170799255371094,-106.69999694824219,1653,NA,CA,CA-SK,Saskatoon,1,CYXE,YXE,,,https://en.wikipedia.org/wiki/Saskatoon/John_G._Diefenbaker_International_Airport,,1050,2008-11-01T16:40:08+00:00
1875,CYQR,medium_airport,"Regina International Airport",50.43190002441406,-104.66600036621094,1894,NA,CA,CA-SK,Regina,1,CYQR,YQR,,,https://en.wikipedia.org/wiki/Regina_International_Airport,"YQR, Roland J. Groome International",800,2008-06-13T14:30:04+00:00
1820,CYMX,medium_airport,"Montreal International (Mirabel) Airport",45.679501,-74.038696,270,NA,CA,CA-QC,Montréal,0,CYMX,YMX,,,https://en.wikipedia.org/wiki/Montr%C3%A9al-Mirabel_International_Airport,YMQ,1175,2018-01-29T16:48:16+00:00
1808,CYLW,medium_airport,"Kelowna International Airport",49.9561004639,-119.377998352,1421,NA,CA,CA-BC,Kelowna,1,CYLW,YLW,,http://www.kelowna.ca/CM/Page68.aspx,https://en.wikipedia.org/wiki/Kelowna_International_Airport,"Kelowna, Okanagan",975,2013-05-16T01:05:28+00:00
1795,CYKZ,medium_airport,"Buttonville Municipal Airport",43.86220169067383,-79.37000274658203,650,NA,CA,CA-ON,Toronto,0,CYKZ,YKZ,,http://www.torontoairways.com/,https://en.wikipedia.org/wiki/Toronto/Buttonville_Municipal_Airport,YTO,275,2009-08-05T21:23:51+00:00
1863,CYQA,medium_airport,"Muskoka Airport",44.974700927734375,-79.30329895019531,925,NA,CA,CA-ON,Muskoka,0,CYQA,YQA,,,https://en.wikipedia.org/wiki/Muskoka_Airport,,275,2008-06-13T14:30:04+00:00
1877,CYQT,medium_airport,"Thunder Bay Airport",48.37189865112305,-89.32389831542969,653,NA,CA,CA-ON,"Thunder Bay",1,CYQT,YQT,,,https://en.wikipedia.org/wiki/Thunder_Bay_International_Airport,,800,2008-06-13T14:30:04+00:00
1854,CYPQ,medium_airport,"Peterborough Airport",44.22999954223633,-78.36329650878906,628,NA,CA,CA-ON,Peterborough,0,CYPQ,YPQ,,,https://en.wikipedia.org/wiki/Peterborough_Airport,,275,2008-06-13T14:30:04+00:00
1837,CYOO,medium_airport,"Toronto/Oshawa Executive Airport",43.922798,-78.894997,460,NA,CA,CA-ON,Oshawa,0,CYOO,YOO,CYOO,http://www.oshawa-airport.com/,https://en.wikipedia.org/wiki/Oshawa_Airport,,250,2017-01-09T19:49:34+00:00
1986,CYYT,large_airport,"St. John's International Airport",47.618598938,-52.7518997192,461,NA,CA,CA-NL,"St. John's",1,CYYT,YYT,,http://www.stjohnsairport.com/,https://en.wikipedia.org/wiki/St._John's_International_Airport,,875,2012-11-19T21:38:16+00:00
1872,CYQM,medium_airport,"Greater Moncton Roméo LeBlanc International Airport",46.112202,-64.678596,232,NA,CA,CA-NB,Moncton,1,CYQM,YQM,,https://cyqm.ca/,https://en.wikipedia.org/wiki/Greater_Moncton_International_Airport,"CYQM, YQM, Moncton",875,2020-04-17T02:11:08+00:00
1881,CYQX,medium_airport,"Gander International Airport",48.9369010925293,-54.56809997558594,496,NA,CA,CA-NL,Gander,1,CYQX,YQX,,,https://en.wikipedia.org/wiki/Gander_International_Airport,"CFB Gander",875,2008-06-13T14:30:04+00:00
1768,CYHU,medium_airport,"Montréal / Saint-Hubert Airport",45.5175018311,-73.4169006348,90,NA,CA,CA-QC,Montréal,1,CYHU,YHU,,http://www.dashl.ca/,https://en.wikipedia.org/wiki/Montr%C3%A9al/St-Hubert_Airport,,275,2011-04-23T14:03:44+00:00
1969,CYXX,medium_airport,"Abbotsford Airport",49.025299072265625,-122.36100006103516,195,NA,CA,CA-BC,Abbotsford,1,CYXX,YXX,,http://www.abbotsfordairport.ca/,https://en.wikipedia.org/wiki/Abbotsford_International_Airport,,1050,2008-06-13T14:30:04+00:00
1731,CYFD,small_airport,"Brantford Municipal Airport",43.13140106201172,-80.34249877929688,815,NA,CA,CA-ON,Brantford,0,CYFD,,,http://www.brantfordairport.ca,https://en.wikipedia.org/wiki/Brantford_Airport,YFD,50,2008-07-04T04:49:40+00:00
1304,CNF4,small_airport,"Kawartha Lakes (Lindsay) Airport",44.3647,-78.783897,882,NA,CA,CA-ON,Lindsay,0,CNF4,,CNF4,,https://en.wikipedia.org/wiki/Lindsay_Airport,NF4,50,2017-01-09T19:11:52+00:00
1956,CYXD,closed,"Edmonton City Centre (Blatchford Field) Airport",53.5724983215,-113.521003723,2202,NA,CA,CA-AB,Edmonton,0,CYXD,YXD,CYXD,http://corporate.flyeia.com/general_aviation/edmonton_city_centre,https://en.wikipedia.org/wiki/Edmonton_City_Centre_(Blatchford_Field)_Airport,"YEA, YXD",875,2013-11-30T19:41:47+00:00
1908,CYSN,medium_airport,"Niagara District Airport",43.19169998168945,-79.17169952392578,321,NA,CA,CA-ON,"St Catharines",0,CYSN,YCM,,,https://en.wikipedia.org/wiki/St._Catharines/Niagara_District_Airport,YSN,250,2008-06-13T14:30:04+00:00
1361,CNY3,small_airport,"Collingwood Airport",44.4491996765,-80.1583023071,730,NA,CA,CA-ON,Collingwood,0,CNY3,,CNY3,http://www.collingwoodairport.ca/,https://en.wikipedia.org/wiki/Collingwood_Airport,NY3,50,2009-11-14T15:32:27+00:00
1730,CYFC,medium_airport,"Fredericton Airport",45.868900299072266,-66.53720092773438,68,NA,CA,CA-NB,Fredericton,1,CYFC,YFC,,,https://en.wikipedia.org/wiki/Greater_Fredericton_Airport,,975,2008-06-13T14:30:04+00:00
1897,CYSB,medium_airport,"Sudbury Airport",46.625,-80.79889678955078,1141,NA,CA,CA-ON,Sudbury,1,CYSB,YSB,,,https://en.wikipedia.org/wiki/Sudbury_Airport,,975,2008-06-13T14:30:04+00:00
1784,CYKA,medium_airport,"Kamloops Airport",50.7022018433,-120.444000244,1133,NA,CA,CA-BC,Kamloops,1,CYKA,YKA,,,https://en.wikipedia.org/wiki/Kamloops_Airport,,875,2014-03-15T23:41:25+00:00
1891,CYRO,medium_airport,"Ottawa / Rockcliffe Airport",45.4603004456,-75.64610290530001,188,NA,CA,CA-ON,Ottawa,0,CYRO,YRO,CYRO,http://www.rfc.ca/,https://en.wikipedia.org/wiki/Ottawa/Rockcliffe_Airport,YRO,250,2010-09-24T22:13:57+00:00
1740,CYGD,medium_airport,"Goderich Airport",43.7668991089,-81.7106018066,712,NA,CA,CA-ON,Goderich,0,CYGD,,YGD,http://www.goderich.ca/en/townhall/airport.asp,https://en.wikipedia.org/wiki/Goderich_Airport,,250,2013-04-21T16:35:41+00:00
1970,CYXY,medium_airport,"Whitehorse / Erik Nielsen International Airport",60.7095985413,-135.067001343,2317,NA,CA,CA-YT,Whitehorse,1,CYXY,YXY,,,https://en.wikipedia.org/wiki/Whitehorse_International_Airport,,875,2014-03-18T22:31:17+00:00
2008,CZBB,medium_airport,"Boundary Bay Airport",49.0742,-123.012001,6,NA,CA,CA-BC,Vancouver,0,CZBB,YDT,,http://http://czbb.com/,https://en.wikipedia.org/wiki/Boundary_Bay_Airport,ZBB,250,2018-10-22T12:38:41+00:00
2007,CZBA,small_airport,"Burlington Executive",43.4414531515,-79.850102663,602,NA,CA,CA-ON,Burlington,0,CZBA,,,http://www.burlingtonairpark.com/,https://en.wikipedia.org/wiki/Burlington_Executive_Aerodrome,ZBA,250,2014-08-19T18:51:22+00:00
1867,CYQG,medium_airport,"Windsor Airport",42.27560043334961,-82.95559692382812,622,NA,CA,CA-ON,Windsor,1,CYQG,YQG,,,https://en.wikipedia.org/wiki/Windsor_Airport,,1050,2008-06-13T14:30:04+00:00
1966,CYXS,medium_airport,"Prince George Airport",53.8894004822,-122.679000854,2267,NA,CA,CA-BC,"Prince George",1,CYXS,YXS,,,https://en.wikipedia.org/wiki/Prince_George_Airport,,975,2014-03-18T22:18:40+00:00
1657,CYAM,medium_airport,"Sault Ste Marie Airport",46.485001,-84.509399,630,NA,CA,CA-ON,"Sault Ste Marie",1,CYAM,YAM,,http://www.saultairport.com/,https://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport,,975,2019-09-30T17:27:03+00:00
1687,CYCD,medium_airport,"Nanaimo Airport",49.054970224899996,-123.869862556,92,NA,CA,CA-BC,Nanaimo,1,CYCD,YCD,,,https://en.wikipedia.org/wiki/Nanaimo_Airport,,875,2013-05-13T20:45:20+00:00
1977,CYYG,medium_airport,"Charlottetown Airport",46.290000915527344,-63.12110137939453,160,NA,CA,CA-PE,Charlottetown,1,CYYG,YYG,,,https://en.wikipedia.org/wiki/Charlottetown_Airport,PEI,800,2008-06-13T14:30:04+00:00
1682,CYBW,medium_airport,"Calgary / Springbank Airport",51.1031,-114.374001,3940,NA,CA,CA-AB,Calgary,0,CYBW,,,http://www.ybw.ca/,https://en.wikipedia.org/wiki/Calgary/Springbank_Airport,YBW,250,2019-10-08T00:44:37+00:00
1824,CYND,medium_airport,"Ottawa / Gatineau Airport",45.521702,-75.563599,211,NA,CA,CA-QC,Gatineau,1,CYND,YND,CYND,http://www.ego-airport.ca/english/propos_ego/,https://en.wikipedia.org/wiki/Ottawa-Gatineau_Airport,YND,250,2019-10-02T21:09:26+00:00
1943,CYVV,medium_airport,"Wiarton Airport",44.7458,-81.107201,729,NA,CA,CA-ON,Wiarton,0,CYVV,YVV,,http://wiartonairport.ca/,https://en.wikipedia.org/wiki/Wiarton_Airport,,250,2016-02-21T21:56:30+00:00
1686,CYCC,medium_airport,"Cornwall Regional Airport",45.09280014038086,-74.56330108642578,175,NA,CA,CA-ON,Cornwall,0,CYCC,YCC,,,https://en.wikipedia.org/wiki/Cornwall_Regional_Airport,,250,2008-06-13T14:30:04+00:00
1892,CYRP,medium_airport,"Ottawa / Carp Airport",45.3191986084,-76.0222015381,382,NA,CA,CA-ON,Ottawa,0,CYRP,,YRP,http://www.cyrp.ca/,https://en.wikipedia.org/wiki/Ottawa/Carp_Airport,YRP,250,2013-04-25T01:42:27+00:00
1972,CYYB,medium_airport,"North Bay Jack Garland Airport",46.363602,-79.422798,1215,NA,CA,CA-ON,"North Bay",1,CYYB,YYB,,https://yyb.ca/,https://en.wikipedia.org/wiki/North_Bay/Jack_Garland_Airport,"Jack Garland Airport, CFB North Bay",975,2018-12-11T14:51:27+00:00
1985,CYYR,medium_airport,"Goose Bay Airport",53.3191986084,-60.4258003235,160,NA,CA,CA-NL,"Goose Bay",1,CYYR,YYR,,,https://en.wikipedia.org/wiki/CFB_Goose_Bay,"CFB Goose Bay",875,2014-03-20T00:20:41+00:00
1848,CYPK,small_airport,"Pitt Meadows Airport",49.21609878540039,-122.70999908447266,11,NA,CA,CA-BC,"Pitt Meadows",0,CYPK,,,,https://en.wikipedia.org/wiki/Pitt_Meadows_Airport,YPK,50,2008-06-13T14:30:04+00:00
1293,CYLS,small_airport,"Barrie-Orillia (Lake Simcoe Regional Airport)",44.4852981567,-79.55560302730001,972,NA,CA,CA-ON,Barrie-Orillia,0,CYLS,YLK,CYLS,http://www.lakesimcoeairport.com/,https://en.wikipedia.org/wiki/Barrie-Orillia_(Lake_Simcoe_Regional)_Airport,"NB9, CNB9, Oro Station",50,2013-01-27T10:23:30+00:00
1976,CYYF,medium_airport,"Penticton Airport",49.46310043334961,-119.60199737548828,1129,NA,CA,CA-BC,Penticton,1,CYYF,YYF,,,https://en.wikipedia.org/wiki/Penticton_Regional_Airport,,875,2008-06-13T14:30:04+00:00
1993,CYZF,medium_airport,"Yellowknife Airport",62.462799072265625,-114.44000244140625,675,NA,CA,CA-NT,Yellowknife,1,CYZF,YZF,,,https://en.wikipedia.org/wiki/Yellowknife_Airport,,875,2008-06-13T14:30:04+00:00
1882,CYQY,medium_airport,"Sydney / J.A. Douglas McCurdy Airport",46.1614,-60.047798,203,NA,CA,CA-NS,Sydney,1,CYQY,YQY,,http://www.sydneyairport.ca/,https://en.wikipedia.org/wiki/Sydney/J.A._Douglas_McCurdy_Airport,,800,2018-09-16T02:31:25+00:00
1323,CYSA,small_airport,"Stratford Municipal Airport",43.415599823,-80.93440246579999,1215,NA,CA,CA-ON,Stratford,0,CYSA,,CYSA,http://www.city.stratford.on.ca/site_ourcitylife/know_your_city_airport.asp,https://en.wikipedia.org/wiki/Stratford_Municipal_Airport,"NM4, CNM4",50,2012-10-22T21:13:37+00:00
1871,CYQL,medium_airport,"Lethbridge County Airport",49.6302986145,-112.800003052,3048,NA,CA,CA-AB,Lethbridge,1,CYQL,YQL,,,https://en.wikipedia.org/wiki/Lethbridge_County_Airport,"Kenyon Field",975,2011-08-25T17:42:43+00:00
1878,CYQU,medium_airport,"Grande Prairie Airport",55.1796989441,-118.885002136,2195,NA,CA,CA-AB,"Grande Prairie",1,CYQU,YQU,,http://www.grandeprairieairport.com/,https://en.wikipedia.org/wiki/Grande_Prairie_Airport,,800,2010-08-10T14:06:40+00:00
1866,CYQF,medium_airport,"Red Deer Regional Airport",52.18220138549805,-113.89399719238281,2968,NA,CA,CA-AB,"Red Deer",0,CYQF,YQF,,,https://en.wikipedia.org/wiki/Red_Deer_Regional_Airport,,250,2008-06-13T14:30:04+00:00
1317,CNL3,small_airport,"Brockville - Thousand Islands Regional Tackaberry Airport",44.6394004822,-75.7502975464,402,NA,CA,CA-ON,Brockville,0,CNL3,XBR,CNL3,,https://en.wikipedia.org/wiki/Brockville-Thousand_Islands_Regional_Tackaberry_Airport,NL3,50,2013-06-27T16:47:39+00:00
1729,CYFB,medium_airport,"Iqaluit Airport",63.756402,-68.555801,110,NA,CA,CA-NU,Iqaluit,1,CYFB,YFB,,,https://en.wikipedia.org/wiki/Iqaluit_Airport,"Frobisher Bay Air Base",875,2017-03-31T23:10:58+00:00
1904,CYSJ,medium_airport,"Saint John Airport",45.31610107421875,-65.89029693603516,357,NA,CA,CA-NB,"Saint John",1,CYSJ,YSJ,,,https://en.wikipedia.org/wiki/Saint_John_Airport,,800,2008-06-13T14:30:04+00:00
1678,CYBR,medium_airport,"Brandon Municipal Airport",49.91,-99.951897,1343,NA,CA,CA-MB,Brandon,1,CYBR,YBR,,,https://en.wikipedia.org/wiki/Brandon_Airport,,250,2016-05-31T10:08:42+00:00
1436,CYHS,small_airport,"Hanover / Saugeen Municipal Airport",44.158298,-81.062798,939,NA,CA,CA-ON,Hanover,0,CYHS,,CYHS,http://www.saugeenmunicipalairport.com/,https://en.wikipedia.org/wiki/Hanover/Saugeen_Municipal_Airport,"CPN4, YHS, PN4",50,2016-12-07T22:56:29+00:00
1997,CYZR,medium_airport,"Chris Hadfield Airport",42.9994010925293,-82.30889892578125,594,NA,CA,CA-ON,Sarnia,1,CYZR,YZR,,,https://en.wikipedia.org/wiki/Sarnia_(Chris_Hadfield)_Airport,,875,2008-06-13T14:30:04+00:00
1716,CYEE,medium_airport,"Huronia Airport",44.6833000183,-79.9282989502,770,NA,CA,CA-ON,Midland,0,CYEE,,YEE,,https://en.wikipedia.org/wiki/Midland/Huronia_Airport,,250,2012-01-14T03:04:01+00:00
1699,CYCW,small_airport,"Chilliwack Airport",49.1528015137,-121.939002991,32,NA,CA,CA-BC,Chilliwack,0,CYCW,YCW,,,https://en.wikipedia.org/wiki/Chilliwack_Airport,YCW,50,2013-04-21T01:19:10+00:00
1295,CNC4,small_airport,"Guelph Airport",43.563899993896484,-80.19609832763672,1100,NA,CA,CA-ON,Guelph,0,CNC4,,CNC4,http://www.aviationinternational.com/,https://en.wikipedia.org/wiki/Guelph_Airport,NC4,50,2008-09-04T14:40:48+00:00
1815,CYMM,medium_airport,"Fort McMurray Airport",56.653301239,-111.222000122,1211,NA,CA,CA-AB,"Fort McMurray",1,CYMM,YMM,,,https://en.wikipedia.org/wiki/Fort_McMurray_Airport,,975,2010-09-22T20:29:41+00:00
1898,CYSC,medium_airport,"Sherbrooke Airport",45.4385986328125,-71.69139862060547,792,NA,CA,CA-QC,Sherbrooke,0,CYSC,YSC,,,https://en.wikipedia.org/wiki/Sherbrooke_Airport,,275,2008-06-13T14:30:04+00:00
1917,CYTA,medium_airport,"Pembroke Airport",45.86439895629883,-77.25170135498047,529,NA,CA,CA-ON,Pembroke,0,CYTA,YTA,,http://www.flycyta.ca/,https://en.wikipedia.org/wiki/Pembroke_Airport,,250,2009-08-10T18:26:45+00:00
1876,CYQS,medium_airport,"St Thomas Municipal Airport",42.77000045776367,-81.11080169677734,778,NA,CA,CA-ON,"St Thomas",0,CYQS,YQS,,,https://en.wikipedia.org/wiki/St._Thomas_Airport,,250,2008-06-13T14:30:04+00:00
1903,CYSH,medium_airport,"Smiths Falls-Montague (Russ Beach) Airport",44.94580078125,-75.94059753417969,416,NA,CA,CA-ON,"Smiths Falls",0,CYSH,YSH,,http://www.smithsfallsflyingclub.com/,https://en.wikipedia.org/wiki/Smiths_Falls-Montague_Airport,"Smith Falls",250,2008-06-13T14:30:04+00:00
1294,CNC3,medium_airport,"Brampton-Caledon Airport",43.7603,-79.875,935,NA,CA,CA-ON,,0,CNC3,,CNC3,,https://en.wikipedia.org/wiki/Brampton_Airport,NC3,50,2019-11-16T10:50:04+00:00
1314,CNK4,small_airport,"Parry Sound Area Municipal Airport",45.2575,-79.829697,832,NA,CA,CA-ON,"Parry Sound",0,CNK4,YPD,CNK4,http://www.seguin.ca/en/municipalairport.asp,https://en.wikipedia.org/wiki/Parry_Sound_Area_Municipal_Airport,"NK4, Seguin",50,2016-04-29T14:45:54+00:00
1955,CYXC,medium_airport,"Cranbrook/Canadian Rockies International Airport",49.610801696777,-115.78199768066,3082,NA,CA,CA-BC,Cranbrook,1,CYXC,YXC,,,https://en.wikipedia.org/wiki/Cranbrook/Canadian_Rockies_International_Airport,,975,2015-08-07T19:16:42+00:00
1925,CYTS,medium_airport,"Timmins/Victor M. Power",48.569698333699996,-81.376701355,967,NA,CA,CA-ON,Timmins,1,CYTS,YTS,,http://portal.timmins.ca/portal/en/timmins/residents/airport,https://en.wikipedia.org/wiki/Timmins_Airport,"Timmins Victor M. Power Airport",975,2010-01-31T15:10:49+00:00
1706,CYDF,medium_airport,"Deer Lake Airport",49.21080017089844,-57.39139938354492,72,NA,CA,CA-NL,"Deer Lake",1,CYDF,YDF,,,https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland),,800,2008-06-13T14:30:04+00:00
1874,CYQQ,medium_airport,"Comox Airport",49.71080017089844,-124.88700103759766,84,NA,CA,CA-BC,Comox,1,CYQQ,YQQ,,,https://en.wikipedia.org/wiki/CFB_Comox,"CFB Comox",875,2008-07-01T16:09:06+00:00
1870,CYQK,medium_airport,"Kenora Airport",49.788299560546875,-94.36309814453125,1332,NA,CA,CA-ON,Kenora,1,CYQK,YQK,,,https://en.wikipedia.org/wiki/Kenora_Airport,,800,2008-06-13T14:30:04+00:00
1893,CYRQ,medium_airport,"Trois-Rivières Airport",46.35279846191406,-72.67939758300781,199,NA,CA,CA-QC,Trois-Rivières,0,CYRQ,YRQ,,,https://en.wikipedia.org/wiki/Trois-Rivi%C3%A8res_Airport,,250,2009-01-24T12:45:21+00:00
1298,CND4,small_airport,"Stanhope Municipal Airport",45.1108333333,-78.64,1066,NA,CA,CA-ON,Haliburton,0,CND4,,CND4,,https://en.wikipedia.org/wiki/Haliburton/Stanhope_Municipal_Airport,ND4,50,2011-06-15T11:15:09+00:00
1675,CYBL,medium_airport,"Campbell River Airport",49.950802,-125.271004,346,NA,CA,CA-BC,"Campbell River",1,CYBL,YBL,YBL,,https://en.wikipedia.org/wiki/Campbell_River_Airport,,1050,2019-10-08T00:31:48+00:00
1958,CYXH,medium_airport,"Medicine Hat Airport",50.01890182495117,-110.72100067138672,2352,NA,CA,CA-AB,"Medicine Hat",1,CYXH,YXH,,,https://en.wikipedia.org/wiki/Medicine_Hat_Airport,,800,2008-06-13T14:30:04+00:00
1666,CYAZ,medium_airport,"Tofino / Long Beach Airport",49.079833,-125.775583,80,NA,CA,CA-BC,Tofino,1,CYAZ,YAZ,,http://www.acrd.bc.ca/long-beach-airport,https://en.wikipedia.org/wiki/Tofino_Airport,,800,2016-04-29T14:35:39+00:00
1971,CYXZ,medium_airport,"Wawa Airport",47.96670150756836,-84.78669738769531,942,NA,CA,CA-ON,Wawa,0,CYXZ,YXZ,,,https://en.wikipedia.org/wiki/Wawa_Airport,,250,2008-06-13T14:30:04+00:00
1332,CNQ4,small_airport,"Tillsonburg Airport",42.9275,-80.746944,894,NA,CA,CA-ON,Tillsonburg,0,CYTB,,CYTB,http://www.tillsonburg.ca/en/Tillsonburg-Regional-Airport.aspx,https://en.wikipedia.org/wiki/Tillsonburg_Airport,"CYTB, NQ4, CNQ4",50,2016-09-01T01:36:06+00:00
1992,CYZE,medium_airport,"Gore Bay Manitoulin Airport",45.88529968261719,-82.56780242919922,635,NA,CA,CA-ON,"Gore Bay",0,CYZE,YZE,,,https://en.wikipedia.org/wiki/Gore_Bay-Manitoulin_Airport,,275,2008-06-13T14:30:04+00:00
2011,CZBM,medium_airport,"Bromont (Roland Desourdy) Airport",45.2907981873,-72.74140167239999,375,NA,CA,CA-QC,Bromont,0,CZBM,ZBM,,,https://en.wikipedia.org/wiki/Bromont_Airport,,250,2012-07-25T22:39:38+00:00
1758,CYHE,medium_airport,"Hope Airport",49.3683013916,-121.498001099,128,NA,CA,CA-BC,Hope,0,CYHE,YHE,,,https://en.wikipedia.org/wiki/Hope_Aerodrome,YHE,250,2010-05-09T16:26:08+00:00
1868,CYQH,medium_airport,"Watson Lake Airport",60.11640167236328,-128.82200622558594,2255,NA,CA,CA-YT,"Watson Lake",0,CYQH,YQH,,,https://en.wikipedia.org/wiki/Watson_Lake_Airport,,250,2008-06-13T14:30:04+00:00
1662,CYAV,medium_airport,"Winnipeg / St. Andrews Airport",50.0564,-97.032501,760,NA,CA,CA-MB,Winnipeg,0,CYAV,,,,https://en.wikipedia.org/wiki/Winnipeg/St._Andrews_Airport,YAV,250,2019-10-07T23:39:27+00:00
1328,CNP3,small_airport,"Arnprior Airport",45.41360092163086,-76.36579895019531,358,NA,CA,CA-ON,Arnprior,0,CNP3,,CNP3,http://www.townarnprior.on.ca/airport.htm,https://en.wikipedia.org/wiki/Arnprior/South_Renfrew_Municipal_Airport,"NP3,South Renfrew Municipal",50,2008-07-13T21:58:16+00:00
1827,CYNJ,small_airport,"Langley Airport",49.10079956049999,-122.630996704,34,NA,CA,CA-BC,Langley,0,CYNJ,YLY,,,https://en.wikipedia.org/wiki/Langley_Regional_Airport,YNJ,50,2013-04-23T23:32:06+00:00
1757,CYHD,medium_airport,"Dryden Regional Airport",49.831699,-92.744202,1354,NA,CA,CA-ON,Dryden,1,CYHD,YHD,,,https://en.wikipedia.org/wiki/Dryden_Regional_Airport,,975,2019-04-16T21:08:51+00:00
1803,CYLL,medium_airport,"Lloydminster Airport",53.309200286865234,-110.072998046875,2193,NA,CA,CA-AB,Lloydminster,1,CYLL,YLL,,,https://en.wikipedia.org/wiki/Lloydminster_Airport,,800,2008-06-13T14:30:04+00:00
