id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
1143,CJW3,small_airport,"Loon Lake Airport",54.0182991027832,-109.13500213623047,1790,NA,CA,CA-SK,"Loon Lake",0,CJW3,,CJW3,,https://en.wikipedia.org/wiki/Loon_Lake_Airport,JW3,50,2008-06-13T14:30:04+00:00
1510,CSE3,small_airport,"Lourdes-De-Joliette Airport",46.10940170288086,-73.45279693603516,350,NA,CA,CA-QC,Lourdes-De-Joliette,0,CSE3,,CSE3,,https://en.wikipedia.org/wiki/Lourdes-De-Joliette_Airport,SE3,50,2008-06-13T14:30:04+00:00
1267,CLE4,small_airport,"Lower East Pubnico (La Field) Airport",43.62220001220703,-65.76190185546875,107,NA,CA,CA-NS,"Lower East Pubnico",0,CLE4,,CLE4,,https://en.wikipedia.org/wiki/Lower_East_Pubnico_(La_Field)_Airport,LE4,50,2008-06-13T14:30:04+00:00
1271,CLK3,small_airport,"Lucknow Airpark",43.96780014038086,-81.49330139160156,960,NA,CA,CA-ON,Lucknow,0,CLK3,,CLK3,,https://en.wikipedia.org/wiki/Lucknow_Airpark,LK3,50,2008-06-13T14:30:04+00:00
1226,CKR5,closed,"Lumsden (Metz) Airport",50.717201232899995,-104.96900177,1791,NA,CA,CA-SK,Lumsden,0,CKR5,,CKR5,,https://en.wikipedia.org/wiki/Lumsden_(Metz)_Airport,KR5,50,2009-12-01T21:21:28+00:00
1225,CKR4,small_airport,"Lundar Airport",50.70330047607422,-98.05670166015625,830,NA,CA,CA-MB,Lundar,0,CKR4,,CKR4,,https://en.wikipedia.org/wiki/Lundar_Airport,KR4,50,2008-06-13T14:30:04+00:00
1131,CJU3,small_airport,"Macdonald Airport",50.09640121459961,-98.50080108642578,840,NA,CA,CA-MB,Macdonald,0,CJU3,,CJU3,,https://en.wikipedia.org/wiki/Macdonald_Airport,JU3,50,2008-06-13T14:30:04+00:00
1179,CKF6,small_airport,"Macgregor Airport",49.96670150756836,-98.75,950,NA,CA,CA-MB,Macgregor,0,CKF6,,CKF6,,https://en.wikipedia.org/wiki/MacGregor_Airport,KF6,50,2008-06-13T14:30:04+00:00
933,CFC4,small_airport,"Macmillan Pass Airport",63.181098938,-130.20199585,3810,NA,CA,CA-YT,"Macmillan Pass",0,CFC4,XMP,CFC4,,https://en.wikipedia.org/wiki/Macmillian_Pass_Airport,FC4,50,2013-06-27T20:16:09+00:00
1120,CJS2,small_airport,"Malcolm Island Airport",56.94940185546875,-102.23899841308594,1120,NA,CA,CA-SK,"Malcolm Island",0,CJS2,,CJS2,,https://en.wikipedia.org/wiki/Malcolm_Island_Airport,JS2,50,2008-06-13T14:30:04+00:00
1183,CKG5,small_airport,"Manitou Airport",49.25,-98.5333023071289,1592,NA,CA,CA-MB,Manitou,0,CKG5,,CKG5,,https://en.wikipedia.org/wiki/Manitou_Airport,KG5,50,2008-06-13T14:30:04+00:00
1463,CPV4,small_airport,"Mansfield Airport",44.143921883199994,-80.0136208534,995,NA,CA,CA-ON,Mansfield,0,CPV4,,CPV4,,https://en.wikipedia.org/wiki/Mansfield_Airport,PV4,50,2010-08-30T17:03:56+00:00
1529,CSK4,small_airport,"Mansonville Airport",45.02640151977539,-72.40190124511719,575,NA,CA,CA-QC,Mansonville,0,CSK4,,CSK4,,https://en.wikipedia.org/wiki/Mansonville_Airport,SK4,50,2008-06-13T14:30:04+00:00
946,CFF9,small_airport,"Marek Farms Airport",53.03139877319336,-112.77799987792969,2449,NA,CA,CA-AB,"Marek Farms",0,CFF9,,CFF9,,https://en.wikipedia.org/wiki/Marek_Farms_Airport,FF9,50,2008-06-13T14:30:04+00:00
1125,CJT2,small_airport,"Matheson Island Airport",51.732200622558594,-96.93440246582031,725,NA,CA,CA-MB,"Matheson Island",0,CJT2,,CJT2,,https://en.wikipedia.org/wiki/Matheson_Island_Airport,JT2,50,2008-06-13T14:30:04+00:00
1276,CMA2,small_airport,"Mattawa Airport",46.29970169067383,-78.747802734375,600,NA,CA,CA-ON,Mattawa,0,CMA2,,CMA2,,https://en.wikipedia.org/wiki/Mattawa_Airport,MA2,50,2008-06-13T14:30:04+00:00
650,CAV4,small_airport,"Mcbride Airport",53.314998626708984,-120.1709976196289,2350,NA,CA,CA-BC,Mcbride,0,CAV4,,CAV4,,https://en.wikipedia.org/wiki/McBride_Airport,AV4,50,2008-06-13T14:30:04+00:00
1118,CJR8,small_airport,"Mccreary Airport",50.76470184326172,-99.49669647216797,1000,NA,CA,CA-MB,Mccreary,0,CJR8,,CJR8,,https://en.wikipedia.org/wiki/McCreary_Airport,JR8,50,2008-06-13T14:30:04+00:00
975,CFP4,small_airport,"Mcquesten Airport",63.599998474121094,-137.56700134277344,1500,NA,CA,CA-YT,Mcquesten,0,CFP4,,CFP4,,https://en.wikipedia.org/wiki/McQuesten_Airport,FP4,50,2008-06-13T14:30:04+00:00
1024,CFZ3,small_airport,"Schlenker Airport",49.96670150756836,-110.71700286865234,2365,NA,CA,CA-AB,"Medicine Hat",0,CFZ3,,CFZ3,,https://en.wikipedia.org/wiki/Medicine_Hat/Schlenker_Airport,FZ3,50,2008-06-13T14:30:04+00:00
1321,CNM2,small_airport,"Melbourne Airport",42.82419967651367,-81.54859924316406,735,NA,CA,CA-ON,Melbourne,0,CNM2,,CNM2,,https://en.wikipedia.org/wiki/Melbourne_Airport_(Ontario),NM2,50,2008-06-13T14:30:04+00:00
1128,CJT5,small_airport,"Melita Airport",49.26169967651367,-101.01399993896484,1475,NA,CA,CA-MB,Melita,0,CJT5,,CJT5,,https://en.wikipedia.org/wiki/Melita_Airport,JT5,50,2008-06-13T14:30:04+00:00
911,CEW5,small_airport,"Milk River Airport",49.13330078125,-112.05000305175781,3449,NA,CA,CA-AB,"Milk River",0,CEW5,,CEW5,,https://en.wikipedia.org/wiki/Milk_River_Airport,EW5,50,2008-06-13T14:30:04+00:00
981,CFQ3,small_airport,"Milk River (Madge) Airport",49.14469909667969,-112.08399963378906,3400,NA,CA,CA-AB,"Milk River",0,CFQ3,,CFQ3,,https://en.wikipedia.org/wiki/Milk_River_(Madge)_Airport,FQ3,50,2008-06-13T14:30:04+00:00
1452,CPS5,small_airport,"Miminiska Airport",51.604400634765625,-88.58219909667969,1000,NA,CA,CA-ON,Miminiska,0,CPS5,,CPS5,,https://en.wikipedia.org/wiki/Miminiska_Airport,PS5,50,2008-06-13T14:30:04+00:00
1133,CJU5,small_airport,"Minnedosa Airport",50.27190017700195,-99.76309967041016,1840,NA,CA,CA-MB,Minnedosa,0,CJU5,,CJU5,,https://en.wikipedia.org/wiki/Minnedosa_Airport,JU5,50,2008-06-13T14:30:04+00:00
1005,CFV3,small_airport,"Mobil Bistcho Airport",59.4747326918,-119.006137848,2000,NA,CA,CA-AB,"Mobil Bistcho",0,CFV3,,CFV3,,https://en.wikipedia.org/wiki/Mobil_Bistcho_Airport,FV3,50,2013-02-02T16:13:19+00:00
1550,CSP6,small_airport,"Montreal / Aéroparc Île Perrot",45.376098632799994,-73.9072036743,100,NA,CA,CA-QC,Montréal,0,CSP6,,CSP6,,https://en.wikipedia.org/wiki/Montr%C3%A9al/A%C3%A9roparc_%C3%8Ele_Perrot,SP6,50,2011-04-23T13:36:45+00:00
640,CAS2,small_airport,"Moose Lake (Lodge) Airport",53.073299407958984,-125.40899658203125,3500,NA,CA,CA-BC,"Moose Lake",0,CAS2,,CAS2,,https://en.wikipedia.org/wiki/Moose_Lake_(Lodge)_Airport,AS2,50,2008-06-13T14:30:04+00:00
714,CBS4,small_airport,"Mule Creek Airport",59.78559875488281,-136.58299255371094,2900,NA,CA,CA-BC,"Mule Creek",0,CBS4,,CBS4,,https://en.wikipedia.org/wiki/Mule_Creek_Airport,BS4,50,2008-06-13T14:30:04+00:00
1119,CJR9,small_airport,"Naicam Airport",52.411399841308594,-104.48400115966797,1780,NA,CA,CA-SK,Naicam,0,CJR9,,CJR9,,https://en.wikipedia.org/wiki/Naicam_Airport,JR9,50,2008-06-13T14:30:04+00:00
1136,CJV2,small_airport,"Neilburg Airport",52.83140182495117,-109.63999938964844,2222,NA,CA,CA-SK,Neilburg,0,CJV2,,CJV2,,https://en.wikipedia.org/wiki/Neilburg_Airport,JV2,50,2008-06-13T14:30:04+00:00
1214,CKN8,small_airport,"Nekweaga Bay Airport",57.74250030517578,-103.94499969482422,1320,NA,CA,CA-SK,"Nekweaga Bay",0,CKN8,,CKN8,,https://en.wikipedia.org/wiki/Nekweaga_Bay_Airport,KN8,50,2008-06-13T14:30:04+00:00
1046,CJA5,small_airport,"Nestor Falls Airport",49.14030075073242,-93.91690063476562,1195,NA,CA,CA-ON,"Nestor Falls",0,CJA5,,CJA5,,https://en.wikipedia.org/wiki/Nestor_Falls_Airport,JA5,50,2008-06-13T14:30:04+00:00
1472,CPX3,closed,"New Liskeard Airport",47.53329849243164,-79.61669921875,800,NA,CA,CA-ON,"New Liskeard",0,CPX3,,CPX3,,https://en.wikipedia.org/wiki/New_Liskeard_Airport,PX3,50,2009-03-12T23:13:39+00:00
1398,CPE7,closed,"New Lowell Airport",44.387503,-79.943298,625,NA,CA,CA-ON,"New Lowell",0,,,,,https://en.wikipedia.org/wiki/New_Lowell_Airport,"PE7, CPE7",50,2016-09-24T05:54:15+00:00
1305,CNF9,small_airport,"Niagara South Airport",42.9994010925293,-79.0635986328125,576,NA,CA,CA-ON,"Niagara Falls",0,CNF9,,CNF9,,https://en.wikipedia.org/wiki/Niagara_Falls/Niagara_South_Airport,NF9,50,2008-06-13T14:30:04+00:00
854,CEG8,small_airport,"North Seal River Airport",58.969398498535156,-99.9749984741211,980,NA,CA,CA-MB,"North Seal River",0,CEG8,,CEG8,,https://en.wikipedia.org/wiki/North_Seal_River_Airport,EG8,50,2008-06-13T14:30:04+00:00
651,CAV9,small_airport,"Oak Hammock Air Park",50.13779830932617,-97.0614013671875,755,NA,CA,CA-MB,"Oak Hammock",0,CAV9,,CAV9,,https://en.wikipedia.org/wiki/Oak_Hammock_Air_Park_Airport,AV9,50,2008-06-13T14:30:04+00:00
1244,CKV4,small_airport,"North of Sixty Airport",60.316398620605,-103.12899780273,1195,NA,CA,CA-NT,"Obre Lake",0,CKV4,YDW,CKV4,,https://en.wikipedia.org/wiki/Obre_Lake/North_of_Sixty_Airport,KV4,50,2015-10-17T20:21:26+00:00
989,CFS4,small_airport,"Ogilvie River Airport",65.66670227050781,-138.11700439453125,1640,NA,CA,CA-YT,"Ogilvie River",0,CFS4,,CFS4,,https://en.wikipedia.org/wiki/Ogilvie_Aerodrome,FS4,50,2008-06-13T14:30:04+00:00
1461,CPV2,small_airport,"Orangeville / Castlewood Field",43.958599,-80.154999,1550,NA,CA,CA-ON,Orangeville,0,CPV2,,CPV2,,https://en.wikipedia.org/wiki/Orangeville/Murray_Wesley_Kot_Field_Airport,PV2,50,2017-01-09T19:20:15+00:00
41087,CA-0088,small_airport,"Navan Bearbrook Airport",45.391666412353516,-75.29694366455078,210,NA,CA,CA-ON,Ottawa,0,,,,,,"Navan, Bearbrook, Bourget, Casselman, Mogas, Embrun",50,2008-08-05T10:33:49+00:00
1137,CJV4,small_airport,"Otter Lake Airport",55.5811004639,-104.785003662,1300,NA,CA,CA-SK,"Otter Lake",0,CJV4,,CJV4,,https://en.wikipedia.org/wiki/Otter_Lake_Airport,JV4,50,2014-03-14T21:45:45+00:00
1142,CJW2,small_airport,"Oxbow Airport",49.233299255371094,-102.1500015258789,1850,NA,CA,CA-SK,Oxbow,0,CJW2,,CJW2,,https://en.wikipedia.org/wiki/Oxbow_Airport,JW2,50,2008-06-13T14:30:04+00:00
1168,CKC9,small_airport,"Pangman Airport",49.646400451660156,-104.66600036621094,2300,NA,CA,CA-SK,Pangman,0,CKC9,,CKC9,,https://en.wikipedia.org/wiki/Pangman_Airport,KC9,50,2008-06-13T14:30:04+00:00
1067,CJE6,small_airport,"Paradise Hill Airport",53.535301208496094,-109.43399810791016,1927,NA,CA,CA-SK,"Paradise Hill",0,CJE6,,CJE6,,https://en.wikipedia.org/wiki/Paradise_Hill_Airport,JE6,50,2008-06-13T14:30:04+00:00
1853,CYPP,small_airport,"Parent Airport",47.931901,-74.608103,1400,NA,CA,CA-QC,Parent,0,CYPP,,,,https://en.wikipedia.org/wiki/Parent_Airport,SW4,50,2016-09-10T09:16:49+00:00
984,CFQ6,small_airport,"Pelly Crossing Airport",62.83720016479492,-136.53500366210938,1870,NA,CA,CA-YT,"Pelly Crossing",0,CFQ6,,CFQ6,,https://en.wikipedia.org/wiki/Pelly_Crossing_Airport,FQ6,50,2008-06-13T14:30:04+00:00
1380,CPB5,small_airport,"Pilot Butte Airport",50.46110153198242,-104.43099975585938,2000,NA,CA,CA-SK,"Pilot Butte",0,CPB5,,CPB5,,https://en.wikipedia.org/wiki/Pilot_Butte_Airport,PB5,50,2008-06-13T14:30:04+00:00
1021,CFY5,small_airport,"Pine Lake",60.10309982299805,-130.9340057373047,3250,NA,CA,CA-YT,"Pine Lake",0,CFY5,,CFY5,,https://en.wikipedia.org/wiki/Daughney_Aerodrome,FY5,50,2009-08-13T21:13:56+00:00
41098,CA-0159,small_airport,"Pontiac Airpark",45.529726422799996,-76.16735458370002,216,NA,CA,CA-QC,Pontiac,0,CPN2,,,http://pontiacairpark.com/,,pn2,50,2010-12-24T16:46:27+00:00
1396,CPE5,small_airport,"Port Colborne Airport",42.877498626708984,-79.35279846191406,600,NA,CA,CA-ON,"Port Colborne",0,CPE5,,CPE5,,https://en.wikipedia.org/wiki/Port_Colborne_Airport,PE5,50,2008-06-13T14:30:04+00:00
1408,CPG6,small_airport,"Port Elgin (Pryde Field) Airport",44.458900451660156,-81.37969970703125,661,NA,CA,CA-ON,"Port Elgin",0,CPG6,,CPG6,,https://en.wikipedia.org/wiki/Port_Elgin_(Pryde_Field)_Airport,PG6,50,2008-06-13T14:30:04+00:00
644,CAT5,small_airport,"Port Mcneill Airport",50.5755996704,-127.028999329,225,NA,CA,CA-BC,"Port Mcneill",0,CAT5,YMP,CAT5,,https://en.wikipedia.org/wiki/Port_McNeill_Airport,AT5,50,2015-03-13T14:18:07+00:00
1154,CJZ2,small_airport,"Portage La Prairie (North) Airport",49.99250030517578,-98.3031005859375,860,NA,CA,CA-MB,"Portage La Prairie",0,CJZ2,,CJZ2,,https://en.wikipedia.org/wiki/Portage_La_Prairie_(North)_Airport,JZ2,50,2008-06-13T14:30:04+00:00
1514,CSF3,small_airport,"Poste Montagnais (Mile 134) Airport",51.88859939575195,-65.71499633789062,1987,NA,CA,CA-QC,"Poste Montagnais",0,CSF3,,CSF3,,https://en.wikipedia.org/wiki/Poste_Montagnais_(Mile_134)_Airport,SF3,50,2008-06-13T14:30:04+00:00
750,CCD4,small_airport,"Postville Airport",54.9105,-59.78507,193,NA,CA,CA-NL,Postville,1,CCD4,YSO,CCD4,,https://en.wikipedia.org/wiki/Postville_Airport,CD4,50,2016-04-30T08:47:20+00:00
686,CBH4,small_airport,"Prairie Creek Airport",61.564701080322266,-124.81500244140625,2950,NA,CA,CA-NT,"Prairie Creek",0,CBH4,,CBH4,,https://en.wikipedia.org/wiki/Prairie_Creek_Airport,BH4,50,2008-06-13T14:30:04+00:00
1282,CML2,small_airport,"Quamichan Lake (Raven Field) Airport",48.8119010925293,-123.6510009765625,130,NA,CA,CA-BC,"Quamichan Lake",0,CML2,,CML2,,https://en.wikipedia.org/wiki/Quamichan_Lake_(Raven_Field)_Airport,ML2,50,2008-06-13T14:30:04+00:00
691,CBK6,small_airport,"Quesnel Lake Airport",52.51499938964844,-121.04499816894531,2500,NA,CA,CA-BC,"Quesnel Lake",0,CBK6,,CBK6,,https://en.wikipedia.org/wiki/Quesnel_Lake_Airport,BK6,50,2008-06-13T14:30:04+00:00
721,CBT6,small_airport,"Quilchena Airport",50.1618895996,-120.507745743,2100,NA,CA,CA-BC,Quilchena,0,CBT6,,CBT6,,https://en.wikipedia.org/wiki/Quilchena_Airport,BT6,50,2011-01-08T19:05:35+00:00
1176,CKF2,small_airport,"Radville Airport",49.460601806640625,-104.27200317382812,2067,NA,CA,CA-SK,Radville,0,CKF2,,CKF2,,https://en.wikipedia.org/wiki/Radville_Airport,KF2,50,2008-06-13T14:30:04+00:00
1205,CKL9,small_airport,"Regina Beach Airport",50.75279998779297,-104.97899627685547,1850,NA,CA,CA-SK,"Regina Beach",0,CKL9,,CKL9,,https://en.wikipedia.org/wiki/Regina_Beach_Airport,KL9,50,2008-06-13T14:30:04+00:00
1495,CRP2,small_airport,"R.M. of Pipestone Airport",49.58060073852539,-101.0530014038086,1488,NA,CA,CA-MB,Reston,0,CRP2,,CRP2,,https://en.wikipedia.org/wiki/Reston/R.M._of_Pipestone_Airport,RP2,50,2008-07-13T21:58:16+00:00
1493,CRM2,small_airport,"Riding Mountain Airport",50.57360076904297,-99.36139678955078,1016,NA,CA,CA-MB,"Riding Mountain",0,CRM2,,CRM2,,https://en.wikipedia.org/wiki/Riding_Mountain_Airport,RM2,50,2008-06-13T14:30:04+00:00
935,CFC7,small_airport,"Rimbey Airport",52.68190002441406,-114.23799896240234,2963,NA,CA,CA-AB,Rimbey,0,CFC7,,CFC7,,https://en.wikipedia.org/wiki/Rimby_Airport,FC7,50,2008-06-13T14:30:04+00:00
1182,CKG2,small_airport,"Riverton Airport",50.97169876098633,-97.01110076904297,725,NA,CA,CA-MB,Riverton,0,CKG2,,CKG2,,https://en.wikipedia.org/wiki/Riverton_Airport,KG2,50,2008-06-13T14:30:04+00:00
1483,CRB5,small_airport,"Rivière Bell Aerodrome",49.078899383499994,-62.2369003296,89,NA,CA,CA-QC,"Rivière Bell",0,CRB5,,CRB5,,https://en.wikipedia.org/wiki/Rivi%C3%A8re_Bell_Aerodrome,RB5,50,2013-08-03T18:17:02+00:00
1166,CKC7,small_airport,"Rockglen Airport",49.16669845581055,-105.93299865722656,2700,NA,CA,CA-SK,Rockglen,0,CKC7,,CKC7,,https://en.wikipedia.org/wiki/Rockglen_Airport,KC7,50,2008-06-13T14:30:04+00:00
1458,CPU3,small_airport,"Rodney (New Glasgow) Airport",42.53139877319336,-81.60690307617188,670,NA,CA,CA-ON,Rodney,0,CPU3,,CPU3,,https://en.wikipedia.org/wiki/Rodney_(New_Glasgow)_Airport,PU3,50,2008-06-13T14:30:04+00:00
1171,CKD7,small_airport,"Roland (Graham Field) Airport",49.40829849243164,-97.9906005859375,865,NA,CA,CA-MB,Roland,0,CKD7,,CKD7,,https://en.wikipedia.org/wiki/Roland_(Graham_Field)_Airport,KD7,50,2008-06-13T14:30:04+00:00
1620,CTY5,small_airport,"Rougemont Airport",45.43830108642578,-73.03780364990234,80,NA,CA,CA-QC,Rougemont,0,CTY5,,CTY5,,https://en.wikipedia.org/wiki/Rougemont_Airport,TY5,50,2008-06-13T14:30:04+00:00
28477,CA-0002,small_airport,"Pourvoirie Joncas Airstrip",47.10540008544922,-77.631103515625,,NA,CA,CA-QC,Saint-Lazare,0,,,,,,,50,2009-08-13T11:59:43+00:00
652,CAW3,small_airport,"Scum Lake Airport",51.79999923706055,-123.58300018310547,3950,NA,CA,CA-BC,"Scum Lake",0,CAW3,,CAW3,,https://en.wikipedia.org/wiki/Scum_Lake_Airport,AW3,50,2008-06-13T14:30:04+00:00
1603,CTK2,small_airport,"Senneterre Airport",48.340599060058594,-77.18109893798828,1106,NA,CA,CA-QC,Senneterre,0,CTK2,,CTK2,,https://en.wikipedia.org/wiki/Senneterre_Airport,TK2,50,2008-06-13T14:30:04+00:00
766,CCM3,small_airport,"Sevogle Airport",47.19105529785156,-66.16061401367188,1350,NA,CA,CA-NB,Sevogle,0,CCM3,,CCM3,,https://en.wikipedia.org/wiki/Sevogle_Airport,CM3,50,2009-01-27T08:35:56+00:00
1531,CSK6,small_airport,"Snap Lake Airport",63.593601,-110.905998,1557,NA,CA,CA-NT,"Snap Lake Mine",0,CSK6,YNX,CSK6,,https://en.wikipedia.org/wiki/Snap_Lake_Airport,SK6,50,2016-04-29T12:57:48+00:00
909,CEV9,small_airport,"Snare River Airport",63.43330001831055,-116.18299865722656,700,NA,CA,CA-NT,"Snare River",0,CEV9,,CEV9,,https://en.wikipedia.org/wiki/Snare_River_Airport,EV9,50,2008-06-13T14:30:04+00:00
1065,CJE4,small_airport,"Snow Lake Airport",54.89720153808594,-99.81890106201172,993,NA,CA,CA-MB,"Snow Lake",0,CJE4,,CJE4,,https://en.wikipedia.org/wiki/Snow_Lake_Airport,JE4,50,2008-06-13T14:30:04+00:00
1167,CKC8,small_airport,"Somerset Airport",49.400299072265625,-98.69249725341797,1563,NA,CA,CA-MB,Somerset,0,CKC8,,CKC8,,https://en.wikipedia.org/wiki/Somerset_Airport_(Manitoba),KC8,50,2008-06-13T14:30:04+00:00
1160,CKA9,small_airport,"Southend Airport / Hans Ulricksen Field",56.3372,-103.292999,1120,NA,CA,CA-SK,Southend,0,CKA9,,CKA9,,https://en.wikipedia.org/wiki/Southend_Airport_(Saskatchewan),KA9,50,2017-01-09T19:04:57+00:00
1187,CKH7,small_airport,"Spiritwood Airport",53.36330032348633,-107.5479965209961,1915,NA,CA,CA-SK,Spiritwood,0,CKH7,,CKH7,,https://en.wikipedia.org/wiki/Spiritwood_Airport,KH7,50,2008-06-13T14:30:04+00:00
1216,CKP2,small_airport,"Spring Valley (North) Airport",50.060001373291016,-105.4020004272461,2200,NA,CA,CA-SK,"Spring Valley",0,CKP2,,CKP2,,https://en.wikipedia.org/wiki/Spring_Valley_(North)_Airport,KP2,50,2008-06-13T14:30:04+00:00
1217,CKQ2,small_airport,"Squaw Rapids Airport",53.6786003112793,-103.3499984741211,1040,NA,CA,CA-SK,"Squaw Rapids",0,CKQ2,,CKQ2,,https://en.wikipedia.org/wiki/Squaw_Rapids_Airport,KQ2,50,2008-06-13T14:30:04+00:00
1611,CTQ6,small_airport,"St-Anselme Airport",46.62189865112305,-70.95500183105469,560,NA,CA,CA-QC,St-Anselme,0,CTQ6,,CTQ6,,https://en.wikipedia.org/wiki/St-Anselme_Airport,TQ6,50,2008-06-13T14:30:04+00:00
1614,CTR6,small_airport,"St-Basile (Marcotte) Airport",46.783599853515625,-71.82640075683594,300,NA,CA,CA-QC,St-Basile,0,CTR6,,CTR6,,https://en.wikipedia.org/wiki/St-Bas%C3%AEle_(Marcotte)_Airport,TR6,50,2008-06-13T14:30:04+00:00
1542,CSN3,small_airport,"St-Jérôme Airport",45.78030014038086,-74.06189727783203,550,NA,CA,CA-QC,St-Jérôme,0,CSN3,,CSN3,,https://en.wikipedia.org/wiki/St-J%C3%A9r%C3%B4me_Airport,SN3,50,2008-07-13T21:58:16+00:00
1562,CST7,small_airport,"St-Lambert-De-Lauzon Airport",46.560298919677734,-71.18250274658203,475,NA,CA,CA-QC,St-Lambert-De-Lauzon,0,CST7,,CST7,,https://en.wikipedia.org/wiki/St-Lambert-de-Lauzon_Airport,ST7,50,2008-06-13T14:30:04+00:00
1549,CSP5,small_airport,"St-Mathias Airport",45.50080108642578,-73.24169921875,50,NA,CA,CA-QC,St-Mathias,0,CSP5,,CSP5,,https://en.wikipedia.org/wiki/St-Mathias_Airport,SP5,50,2008-06-13T14:30:04+00:00
1573,CSX5,small_airport,"Grant Airport",45.471900939941406,-73.19940185546875,110,NA,CA,CA-QC,St-Mathias,0,CSX5,,CSX5,,https://en.wikipedia.org/wiki/St-Mathias/Grant_Airport,SX5,50,2008-06-13T14:30:04+00:00
806,CDC4,small_airport,"St-Quentin Airport",47.52109909057617,-67.42109680175781,875,NA,CA,CA-NB,St-Quentin,0,CDC4,,CDC4,,https://en.wikipedia.org/wiki/St-Quentin_Airport,DC4,50,2008-06-13T14:30:04+00:00
1536,CSL5,small_airport,"St-Victor-De-Beauce Airport",46.11830139160156,-70.88919830322266,1100,NA,CA,CA-QC,St-Victor-De-Beauce,0,CSL5,,CSL5,,https://en.wikipedia.org/wiki/St-Victor-De-Beauce_Airport,SL5,50,2008-06-13T14:30:04+00:00
1194,CKK2,small_airport,"St. Brieux Airport",52.650001525878906,-104.86699676513672,1780,NA,CA,CA-SK,"St. Brieux",0,CKK2,,CKK2,,https://en.wikipedia.org/wiki/St._Brieux_Airport,KK2,50,2008-06-13T14:30:04+00:00
940,CFE6,closed,"St. Francis Airport",53.2756004333,-114.449996948,2649,NA,CA,CA-AB,"St. Francis",0,CFE6,,CFE6,,https://en.wikipedia.org/wiki/St._Francis_Airport,FE6,50,2010-01-31T15:09:01+00:00
1159,CKA8,small_airport,"St. François Xavier Airport",49.924400329589844,-97.54889678955078,798,NA,CA,CA-MB,"St. François Xavier",0,CKA8,,CKA8,,https://en.wikipedia.org/wiki/St._Fran%C3%A7ois_Xavier_Airport,KA8,50,2008-06-13T14:30:04+00:00
1543,CSN5,small_airport,"Stanhope Airport",45.01559829711914,-71.79440307617188,1450,NA,CA,CA-QC,Stanhope,0,CSN5,,CSN5,,https://en.wikipedia.org/wiki/Stanhope_Airport,SN5,50,2008-06-13T14:30:04+00:00
1609,CTQ2,small_airport,"Weller Airport",45.034400939941406,-72.03500366210938,1250,NA,CA,CA-QC,Stanstead,0,CTQ2,,CTQ2,,https://en.wikipedia.org/wiki/Stanstead/Weller_Airport,TQ2,50,2008-06-13T14:30:04+00:00
1191,CKJ7,small_airport,"Starbuck Airport",49.71670150756836,-97.68329620361328,785,NA,CA,CA-MB,Starbuck,0,CKJ7,,CKJ7,,https://en.wikipedia.org/wiki/Starbuck_Airport,KJ7,50,2008-06-13T14:30:04+00:00
807,CDD3,small_airport,"Ste-Agnès-de-Dundee Airport",45.04750061035156,-74.34329986572266,160,NA,CA,CA-QC,Ste-Agnès-de-Dundee,0,CDD3,,CDD3,,https://en.wikipedia.org/wiki/Ste-Agn%C3%A8s-de-Dundee_Airport,DD3,50,2008-06-13T14:30:04+00:00
1539,CSM4,closed,"Ste-Julienne Airport",45.9407997131,-73.7238998413,280,NA,CA,CA-QC,Ste-Julienne,0,CSM4,,CSM4,,https://en.wikipedia.org/wiki/Ste-Julienne_Airport,SM4,50,2014-03-27T14:27:23+00:00
1565,CSU4,small_airport,"Ste-Lucie-De-Beauregard Airport",46.74079895019531,-70.03250122070312,1212,NA,CA,CA-QC,Ste-Lucie-De-Beauregard,0,CSU4,,CSU4,,https://en.wikipedia.org/wiki/Ste-Lucie-De-Beauregard_Airport,SU4,50,2008-06-13T14:30:04+00:00
1224,CKR3,small_airport,"Ste. Rose Du Lac Airport",51.04079818725586,-99.49530029296875,900,NA,CA,CA-MB,"Ste. Rose Du Lac",0,CKR3,,CKR3,,https://en.wikipedia.org/wiki/Ste._Rose_Du_Lac_Airport,KR3,50,2008-06-13T14:30:04+00:00
1494,CRML,small_airport,"Stoney Point (Le Cunff) Airport",42.29560089111328,-82.53500366210938,625,NA,CA,CA-ON,"Stoney Point",0,CRML,,CRML,,https://en.wikipedia.org/wiki/Stoney_Point_(Le_Cunff)_Airport,RML,50,2008-06-13T14:30:04+00:00
1548,CSP3,small_airport,"Stony Plain (Lichtner Farms) Airport",53.537498474121094,-114.06800079345703,2415,NA,CA,CA-AB,"Stony Plain",0,CSP3,,CSP3,,https://en.wikipedia.org/wiki/Stony_Plain_(Lichtner_Farms)_Airport,SP3,50,2008-06-13T14:30:04+00:00
1153,CJY5,small_airport,"Strathclair Airport",50.39609909057617,-100.42500305175781,1875,NA,CA,CA-MB,Strathclair,0,CJY5,,CJY5,,https://en.wikipedia.org/wiki/Strathclair_Airport,JY5,50,2008-06-13T14:30:04+00:00
